,day,day_number,month,daytime,title,duration,duration_with_advertising,channel,year,genres,rating,advertising,sharing
1276,Mercoledì,28,settembre,notte,cadaveri eccellenti,120,120,Sky Suspense,1976,"Thriller,Crime",7.4,0,0.09
1277,Giovedì,8,settembre,notte,profumo,98,145,Sky Suspense,1987,"Thriller,Drama",4.7,47,0.09
1278,Venerdì,23,settembre,notte,cop land,105,105,Sky Suspense,1997,"Thriller,Crime,Drama",6.9,0,0.09
1279,Sabato,10,settembre,notte,dellamorte dellamore,105,105,Sky Suspense,1994,"Comedy,Horror",7.2,0,0.09
1280,Sabato,24,settembre,notte,wolfman,102,105,Sky Suspense,1979,Horror,2.8,3,0.09
1281,Sabato,24,settembre,notte,44 inch chest,95,95,Sky Suspense,2009,"Crime,Drama",5.8,0,0.09
1282,Venerdì,2,settembre,notte,doctor sleep,108,150,Sky Suspense,2002,"Crime,Horror",6.1,42,0.09
1283,Venerdì,30,settembre,pomeriggio,frantic,120,120,Sky Suspense,1988,"Crime,Drama",6.9,0,0.05
1284,Lunedì,26,settembre,pomeriggio,devil's knot,114,115,Sky Suspense,2013,"Crime,Drama",6.1,1,0.05
1285,Giovedì,29,settembre,pomeriggio,diabolik,105,140,Sky Suspense,1968,"Action,Comedy,Crime",6.5,35,0.05
1286,Giovedì,22,settembre,pomeriggio,breach,110,110,Sky Suspense,2007,"Crime,Drama",7.0,0,0.05
1287,Martedì,13,settembre,pomeriggio,the interpreter,128,130,Sky Suspense,2005,"Thriller,Crime",6.4,2,0.05
1288,Venerdì,16,settembre,pomeriggio,the captive,50,115,Sky Suspense,1915,"Romance,Drama",6.4,65,0.05
1289,Martedì,27,settembre,pomeriggio,mine,84,110,Sky Suspense,1982,Drama,6.9,26,0.05
1290,Domenica,25,settembre,pomeriggio,night hunter,86,105,Sky Suspense,1996,"Action,Drama,Horror",4.2,19,0.05
1291,Martedì,20,settembre,pomeriggio,cadaveri eccellenti,120,125,Sky Suspense,1976,"Thriller,Crime",7.4,5,0.05
1292,Martedì,20,settembre,pomeriggio,profumo,98,145,Sky Suspense,1987,"Thriller,Drama",4.7,47,0.05
1293,Giovedì,8,settembre,pomeriggio,airport '77,114,115,Sky Suspense,1977,"Action,Thriller,Drama",5.8,1,0.05
1294,Giovedì,1,settembre,pomeriggio,airport,137,140,Sky Suspense,1970,"Action,Thriller,Drama",6.6,3,0.05
1295,Venerdì,16,settembre,pomeriggio,wolfman,102,110,Sky Suspense,1979,Horror,2.8,8,0.05
1296,Giovedì,27,ottobre,mattina,8mm,123,125,Sky Suspense,1999,"Crime,Drama",6.5,2,0.03
1297,Lunedì,10,ottobre,mattina,donnie darko,113,120,Sky Suspense,2001,"Sci-Fi,Drama",8.0,7,0.03
1298,Sabato,1,ottobre,mattina,frantic,120,120,Sky Suspense,1988,"Crime,Drama",6.9,0,0.03
1299,Domenica,9,ottobre,mattina,devil's knot,114,120,Sky Suspense,2013,"Crime,Drama",6.1,6,0.03
1300,Domenica,30,ottobre,mattina,diabolik,105,145,Sky Suspense,1968,"Action,Comedy,Crime",6.5,40,0.03
1301,Domenica,23,ottobre,mattina,interstellar,169,175,Sky Suspense,2014,"Adventure,Sci-Fi,Drama",8.6,6,0.03
1302,Domenica,16,ottobre,mattina,the unsaid,111,115,Sky Suspense,2001,"Crime,Drama",6.7,4,0.03
1303,Sabato,22,ottobre,mattina,the captive,50,120,Sky Suspense,1915,"Romance,Drama",6.4,70,0.03
1304,Sabato,1,ottobre,mattina,night hunter,86,105,Sky Suspense,1996,"Action,Drama,Horror",4.2,19,0.03
1305,Sabato,29,ottobre,mattina,profumo,98,150,Sky Suspense,1987,"Thriller,Drama",4.7,52,0.03
1306,Lunedì,3,ottobre,mattina,motherless brooklyn,144,150,Sky Suspense,2019,"Crime,Drama",6.8,6,0.03
1307,Martedì,25,ottobre,mattina,armed response,86,105,Sky Suspense,1986,"Action,Thriller,Crime",5.1,19,0.03
1308,Mercoledì,26,ottobre,mattina,airport '77,114,120,Sky Suspense,1977,"Action,Thriller,Drama",5.8,6,0.03
1309,Domenica,2,ottobre,mattina,black butterfly,90,100,Sky Suspense,1989,"Action,Thriller",4.4,10,0.03
1310,Venerdì,21,ottobre,mattina,airport,137,140,Sky Suspense,1970,"Action,Thriller,Drama",6.6,3,0.03
1311,Mercoledì,5,ottobre,mattina,doctor sleep,108,155,Sky Suspense,2002,"Crime,Horror",6.1,47,0.03
1312,Giovedì,20,ottobre,sera,frantic,120,130,Sky Suspense,1988,"Crime,Drama",6.9,10,0.05
1313,Venerdì,28,ottobre,sera,devil's knot,114,120,Sky Suspense,2013,"Crime,Drama",6.1,6,0.05
1314,Mercoledì,12,ottobre,sera,breach,110,120,Sky Suspense,2007,"Crime,Drama",7.0,10,0.05
1315,Domenica,9,ottobre,sera,ca$h,100,110,Sky Suspense,2008,"Comedy,Thriller,Crime",6.0,10,0.05
1316,Giovedì,13,ottobre,sera,the interpreter,128,135,Sky Suspense,2005,"Thriller,Crime",6.4,7,0.05
1317,Mercoledì,12,ottobre,sera,night hunter,86,105,Sky Suspense,1996,"Action,Drama,Horror",4.2,19,0.05
1318,Giovedì,27,ottobre,sera,the jacket,103,110,Sky Suspense,2005,"Drama,Fantasy",7.1,7,0.05
1319,Giovedì,6,ottobre,sera,profumo,98,150,Sky Suspense,1987,"Thriller,Drama",4.7,52,0.05
1320,Domenica,2,ottobre,sera,44 inch chest,95,105,Sky Suspense,2009,"Crime,Drama",5.8,10,0.05
1321,Venerdì,28,ottobre,sera,44 inch chest,95,100,Sky Suspense,2009,"Crime,Drama",5.8,5,0.05
1322,Giovedì,27,ottobre,notte,devil's knot,114,115,Sky Suspense,2013,"Crime,Drama",6.1,1,0.08
1323,Martedì,11,ottobre,notte,diabolik,105,140,Sky Suspense,1968,"Action,Comedy,Crime",6.5,35,0.08
1324,Lunedì,3,ottobre,notte,the unsaid,111,115,Sky Suspense,2001,"Crime,Drama",6.7,4,0.08
1325,Mercoledì,26,ottobre,notte,the jacket,103,110,Sky Suspense,2005,"Drama,Fantasy",7.1,7,0.08
1326,Mercoledì,5,ottobre,notte,profumo,98,150,Sky Suspense,1987,"Thriller,Drama",4.7,52,0.08
1327,Giovedì,20,ottobre,notte,armed response,86,95,Sky Suspense,1986,"Action,Thriller,Crime",5.1,9,0.08
1328,Venerdì,28,ottobre,notte,black butterfly,90,90,Sky Suspense,1989,"Action,Thriller",4.4,0,0.08
1329,Lunedì,10,ottobre,notte,it,72,170,Sky Suspense,1927,"Comedy,Romance",7.3,98,0.08
1330,Martedì,11,ottobre,pomeriggio,diabolik,105,145,Sky Suspense,1968,"Action,Comedy,Crime",6.5,40,0.035
1331,Lunedì,3,ottobre,pomeriggio,gremlins,106,115,Sky Suspense,1984,"Comedy,Fantasy,Horror",7.3,9,0.035
1332,Domenica,16,ottobre,pomeriggio,chinatown,130,135,Sky Suspense,1974,"Thriller,Drama",8.1,5,0.035
1333,Martedì,25,ottobre,pomeriggio,the unsaid,111,115,Sky Suspense,2001,"Crime,Drama",6.7,4,0.035
1334,Giovedì,20,ottobre,pomeriggio,ca$h,100,105,Sky Suspense,2008,"Comedy,Thriller,Crime",6.0,5,0.035
1335,Mercoledì,19,ottobre,pomeriggio,the interpreter,128,135,Sky Suspense,2005,"Thriller,Crime",6.4,7,0.035
1336,Giovedì,6,ottobre,pomeriggio,the captive,50,115,Sky Suspense,1915,"Romance,Drama",6.4,65,0.035
1337,Venerdì,14,ottobre,pomeriggio,the jacket,103,110,Sky Suspense,2005,"Drama,Fantasy",7.1,7,0.035
1338,Domenica,2,ottobre,pomeriggio,motherless brooklyn,144,150,Sky Suspense,2019,"Crime,Drama",6.8,6,0.035
1339,Giovedì,13,ottobre,pomeriggio,armed response,86,100,Sky Suspense,1986,"Action,Thriller,Crime",5.1,14,0.035
1340,Sabato,1,ottobre,pomeriggio,black butterfly,90,95,Sky Suspense,1989,"Action,Thriller",4.4,5,0.035
1341,Mercoledì,12,ottobre,pomeriggio,airport,137,145,Sky Suspense,1970,"Action,Thriller,Drama",6.6,8,0.035
1342,Sabato,15,ottobre,pomeriggio,44 inch chest,95,100,Sky Suspense,2009,"Crime,Drama",5.8,5,0.035
1343,Mercoledì,17,agosto,mattina,8mm,123,125,Sky Suspense,1999,"Crime,Drama",6.5,2,0.04
1344,Mercoledì,3,agosto,mattina,1408,104,105,Sky Suspense,2007,"Fantasy,Horror",6.8,1,0.04
1345,Sabato,27,agosto,mattina,1408,104,105,Sky Suspense,2007,"Fantasy,Horror",6.8,1,0.04
1346,Sabato,20,agosto,mattina,frantic,120,120,Sky Suspense,1988,"Crime,Drama",6.9,0,0.04
1347,Mercoledì,3,agosto,mattina,breach,110,115,Sky Suspense,2007,"Crime,Drama",7.0,5,0.04
1348,Lunedì,22,agosto,mattina,the mothman prophecies,119,120,Sky Suspense,2002,"Drama,Horror",6.4,1,0.04
1349,Domenica,7,agosto,mattina,gone baby gone,114,115,Sky Suspense,2007,"Crime,Drama",7.6,1,0.04
1350,Mercoledì,3,agosto,mattina,the interpreter,128,130,Sky Suspense,2005,"Thriller,Crime",6.4,2,0.04
1351,Martedì,2,agosto,mattina,cadaveri eccellenti,120,120,Sky Suspense,1976,"Thriller,Crime",7.4,0,0.04
1352,Venerdì,26,agosto,mattina,airport '77,114,115,Sky Suspense,1977,"Action,Thriller,Drama",5.8,1,0.04
1353,Lunedì,1,agosto,mattina,it,72,170,Sky Suspense,1927,"Comedy,Romance",7.3,98,0.04
1354,Mercoledì,31,agosto,mattina,cop land,105,105,Sky Suspense,1997,"Thriller,Crime,Drama",6.9,0,0.04
1355,Martedì,16,agosto,mattina,doctor sleep,108,150,Sky Suspense,2002,"Crime,Horror",6.1,42,0.04
1356,Lunedì,15,agosto,sera,1408,104,110,Sky Suspense,2007,"Fantasy,Horror",6.8,6,0.065
1357,Mercoledì,24,agosto,sera,diabolik,105,145,Sky Suspense,1968,"Action,Comedy,Crime",6.5,40,0.065
1358,Sabato,27,agosto,sera,chinatown,130,135,Sky Suspense,1974,"Thriller,Drama",8.1,5,0.065
1359,Martedì,2,agosto,sera,chinatown,130,135,Sky Suspense,1974,"Thriller,Drama",8.1,5,0.065
1360,Venerdì,5,agosto,sera,the mothman prophecies,119,125,Sky Suspense,2002,"Drama,Horror",6.4,6,0.065
1361,Lunedì,1,agosto,sera,half light,110,110,Sky Suspense,2006,"Drama,Horror",6.0,0,0.065
1362,Venerdì,26,agosto,sera,half light,110,115,Sky Suspense,2006,"Drama,Horror",6.0,5,0.065
1363,Giovedì,25,agosto,sera,gone baby gone,114,120,Sky Suspense,2007,"Crime,Drama",7.6,6,0.065
1364,Giovedì,4,agosto,sera,mine,84,110,Sky Suspense,1982,Drama,6.9,26,0.065
1365,Martedì,16,agosto,sera,night hunter,86,105,Sky Suspense,1996,"Action,Drama,Horror",4.2,19,0.065
1366,Giovedì,4,agosto,sera,the jacket,103,110,Sky Suspense,2005,"Drama,Fantasy",7.1,7,0.065
1367,Mercoledì,31,agosto,sera,it,72,170,Sky Suspense,1927,"Comedy,Romance",7.3,98,0.065
1368,Venerdì,12,agosto,sera,doctor sleep,108,155,Sky Suspense,2002,"Crime,Horror",6.1,47,0.065
1369,Giovedì,4,agosto,pomeriggio,donnie darko,113,115,Sky Suspense,2001,"Sci-Fi,Drama",8.0,2,0.065
1370,Martedì,2,agosto,pomeriggio,devil's knot,114,115,Sky Suspense,2013,"Crime,Drama",6.1,1,0.065
1371,Domenica,14,agosto,pomeriggio,devil's knot,114,115,Sky Suspense,2013,"Crime,Drama",6.1,1,0.065
1372,Lunedì,15,agosto,pomeriggio,diabolik,105,140,Sky Suspense,1968,"Action,Comedy,Crime",6.5,35,0.065
1373,Domenica,14,agosto,pomeriggio,interstellar,169,170,Sky Suspense,2014,"Adventure,Sci-Fi,Drama",8.6,1,0.065
1374,Domenica,7,agosto,pomeriggio,chinatown,130,130,Sky Suspense,1974,"Thriller,Drama",8.1,0,0.065
1375,Martedì,9,agosto,pomeriggio,the unsaid,111,115,Sky Suspense,2001,"Crime,Drama",6.7,4,0.065
1376,Mercoledì,31,agosto,pomeriggio,ca$h,100,105,Sky Suspense,2008,"Comedy,Thriller,Crime",6.0,5,0.065
1377,Venerdì,26,agosto,pomeriggio,the interpreter,128,130,Sky Suspense,2005,"Thriller,Crime",6.4,2,0.065
1378,Domenica,14,agosto,pomeriggio,the jacket,103,105,Sky Suspense,2005,"Drama,Fantasy",7.1,2,0.065
1379,Mercoledì,24,agosto,pomeriggio,profumo,98,150,Sky Suspense,1987,"Thriller,Drama",4.7,52,0.065
1380,Domenica,7,agosto,pomeriggio,armed response,86,100,Sky Suspense,1986,"Action,Thriller,Crime",5.1,14,0.065
1381,Sabato,27,agosto,pomeriggio,armed response,86,100,Sky Suspense,1986,"Action,Thriller,Crime",5.1,14,0.065
1382,Giovedì,25,agosto,pomeriggio,black butterfly,90,95,Sky Suspense,1989,"Action,Thriller",4.4,5,0.065
1383,Giovedì,18,agosto,pomeriggio,cop land,105,110,Sky Suspense,1997,"Thriller,Crime,Drama",6.9,5,0.065
1384,Martedì,16,agosto,notte,donnie darko,113,115,Sky Suspense,2001,"Sci-Fi,Drama",8.0,2,0.08
1385,Martedì,23,agosto,notte,interstellar,169,170,Sky Suspense,2014,"Adventure,Sci-Fi,Drama",8.6,1,0.08
1386,Lunedì,29,agosto,notte,breach,110,110,Sky Suspense,2007,"Crime,Drama",7.0,0,0.08
1387,Mercoledì,17,agosto,notte,chinatown,130,130,Sky Suspense,1974,"Thriller,Drama",8.1,0,0.08
1388,Martedì,30,agosto,notte,the mothman prophecies,119,120,Sky Suspense,2002,"Drama,Horror",6.4,1,0.08
1389,Martedì,16,agosto,notte,ca$h,100,105,Sky Suspense,2008,"Comedy,Thriller,Crime",6.0,5,0.08
1390,Martedì,30,agosto,notte,half light,110,110,Sky Suspense,2006,"Drama,Horror",6.0,0,0.08
1391,Lunedì,15,agosto,notte,the interpreter,128,130,Sky Suspense,2005,"Thriller,Crime",6.4,2,0.08
1392,Domenica,21,agosto,notte,mine,84,110,Sky Suspense,1982,Drama,6.9,26,0.08
1393,Mercoledì,24,agosto,notte,the jacket,103,105,Sky Suspense,2005,"Drama,Fantasy",7.1,2,0.08
1394,Venerdì,12,agosto,notte,profumo,98,150,Sky Suspense,1987,"Thriller,Drama",4.7,52,0.08
1395,Venerdì,19,agosto,notte,armed response,86,95,Sky Suspense,1986,"Action,Thriller,Crime",5.1,9,0.08
1396,Domenica,7,agosto,notte,airport '77,114,115,Sky Suspense,1977,"Action,Thriller,Drama",5.8,1,0.08
1397,Martedì,9,agosto,notte,black butterfly,90,95,Sky Suspense,1989,"Action,Thriller",4.4,5,0.08
1398,Lunedì,8,agosto,notte,cop land,105,105,Sky Suspense,1997,"Thriller,Crime,Drama",6.9,0,0.08
1399,Martedì,8,novembre,sera,8mm,123,130,Sky Suspense,1999,"Crime,Drama",6.5,7,0.05
1400,Mercoledì,16,novembre,sera,diabolik,105,140,Sky Suspense,1968,"Action,Comedy,Crime",6.5,35,0.05
1401,Martedì,15,novembre,sera,chinatown,130,135,Sky Suspense,1974,"Thriller,Drama",8.1,5,0.05
1402,Venerdì,11,novembre,sera,the unsaid,111,115,Sky Suspense,2001,"Crime,Drama",6.7,4,0.05
1403,Venerdì,18,novembre,sera,the captive,50,115,Sky Suspense,1915,"Romance,Drama",6.4,65,0.05
1404,Domenica,13,novembre,sera,marnie,130,135,Sky Suspense,1964,"Crime,Drama",7.2,5,0.05
1405,Martedì,22,novembre,sera,armed response,86,105,Sky Suspense,1986,"Action,Thriller,Crime",5.1,19,0.05
1406,Giovedì,10,novembre,sera,black butterfly,90,100,Sky Suspense,1989,"Action,Thriller",4.4,10,0.05
1407,Mercoledì,2,novembre,sera,wolfman,102,110,Sky Suspense,1979,Horror,2.8,8,0.05
1408,Sabato,19,novembre,mattina,donnie darko,113,115,Sky Suspense,2001,"Sci-Fi,Drama",8.0,2,0.035
1409,Martedì,22,novembre,mattina,frantic,120,125,Sky Suspense,1988,"Crime,Drama",6.9,5,0.035
1410,Mercoledì,16,novembre,mattina,devil's knot,114,120,Sky Suspense,2013,"Crime,Drama",6.1,6,0.035
1411,Giovedì,17,novembre,mattina,devil's knot,114,120,Sky Suspense,2013,"Crime,Drama",6.1,6,0.035
1412,Giovedì,10,novembre,mattina,interstellar,169,170,Sky Suspense,2014,"Adventure,Sci-Fi,Drama",8.6,1,0.035
1413,Domenica,20,novembre,mattina,breach,110,115,Sky Suspense,2007,"Crime,Drama",7.0,5,0.035
1414,Martedì,22,novembre,mattina,gremlins,106,115,Sky Suspense,1984,"Comedy,Fantasy,Horror",7.3,9,0.035
1415,Giovedì,3,novembre,mattina,chinatown,130,135,Sky Suspense,1974,"Thriller,Drama",8.1,5,0.035
1416,Lunedì,28,novembre,mattina,the interpreter,128,135,Sky Suspense,2005,"Thriller,Crime",6.4,7,0.035
1417,Sabato,12,novembre,mattina,the interpreter,128,130,Sky Suspense,2005,"Thriller,Crime",6.4,2,0.035
1418,Mercoledì,23,novembre,mattina,profumo,98,150,Sky Suspense,1987,"Thriller,Drama",4.7,52,0.035
1419,Mercoledì,16,novembre,mattina,motherless brooklyn,144,150,Sky Suspense,2019,"Crime,Drama",6.8,6,0.035
1420,Martedì,8,novembre,mattina,airport '77,114,120,Sky Suspense,1977,"Action,Thriller,Drama",5.8,6,0.035
1421,Martedì,22,novembre,mattina,it,72,170,Sky Suspense,1927,"Comedy,Romance",7.3,98,0.035
1422,Martedì,29,novembre,mattina,wolfman,102,110,Sky Suspense,1979,Horror,2.8,8,0.035
1423,Martedì,8,novembre,mattina,44 inch chest,95,100,Sky Suspense,2009,"Crime,Drama",5.8,5,0.035
1424,Lunedì,14,novembre,mattina,doctor sleep,108,155,Sky Suspense,2002,"Crime,Horror",6.1,47,0.035
1425,Sabato,19,novembre,notte,donnie darko,113,115,Sky Suspense,2001,"Sci-Fi,Drama",8.0,2,0.08
1426,Martedì,22,novembre,notte,frantic,120,125,Sky Suspense,1988,"Crime,Drama",6.9,5,0.08
1427,Martedì,15,novembre,notte,diabolik,105,140,Sky Suspense,1968,"Action,Comedy,Crime",6.5,35,0.08
1428,Venerdì,25,novembre,notte,interstellar,169,170,Sky Suspense,2014,"Adventure,Sci-Fi,Drama",8.6,1,0.08
1429,Lunedì,14,novembre,notte,chinatown,130,130,Sky Suspense,1974,"Thriller,Drama",8.1,0,0.08
1430,Sabato,12,novembre,notte,the interpreter,128,130,Sky Suspense,2005,"Thriller,Crime",6.4,2,0.08
1431,Giovedì,17,novembre,notte,the captive,50,115,Sky Suspense,1915,"Romance,Drama",6.4,65,0.08
1432,Sabato,12,novembre,notte,marnie,130,130,Sky Suspense,1964,"Crime,Drama",7.2,0,0.08
1433,Mercoledì,30,novembre,notte,motherless brooklyn,144,150,Sky Suspense,2019,"Crime,Drama",6.8,6,0.08
1434,Lunedì,21,novembre,notte,armed response,86,95,Sky Suspense,1986,"Action,Thriller,Crime",5.1,9,0.08
1435,Martedì,8,novembre,notte,airport '77,114,120,Sky Suspense,1977,"Action,Thriller,Drama",5.8,6,0.08
1436,Domenica,6,novembre,notte,dellamorte dellamore,105,105,Sky Suspense,1994,"Comedy,Horror",7.2,0,0.08
1437,Lunedì,14,novembre,notte,doctor sleep,108,150,Sky Suspense,2002,"Crime,Horror",6.1,42,0.08
1438,Mercoledì,23,novembre,pomeriggio,ca$h,100,110,Sky Suspense,2008,"Comedy,Thriller,Crime",6.0,10,0.055
1439,Domenica,13,novembre,pomeriggio,the jacket,103,105,Sky Suspense,2005,"Drama,Fantasy",7.1,2,0.055
1440,Lunedì,7,novembre,pomeriggio,profumo,98,145,Sky Suspense,1987,"Thriller,Drama",4.7,47,0.055
1441,Giovedì,10,novembre,pomeriggio,airport,137,140,Sky Suspense,1970,"Action,Thriller,Drama",6.6,3,0.055
1442,Lunedì,28,marzo,sera,7 chili in 7 giorni,105,156,Cine34,1986,Comedy,6.0,51,0.725
1443,Domenica,20,marzo,sera,7 chili in 7 giorni,105,129,Cine34,1986,Comedy,6.0,24,0.725
1444,Lunedì,21,marzo,sera,7 chili in 7 giorni,105,156,Cine34,1986,Comedy,6.0,51,0.725
1445,Domenica,27,marzo,sera,mediterraneo,96,128,Cine34,1991,"Comedy,Drama",7.5,32,0.725
1446,Mercoledì,30,marzo,sera,infelici e contenti,101,106,Cine34,1992,Comedy,5.7,5,0.725
1447,Lunedì,14,marzo,sera,infelici e contenti,101,116,Cine34,1992,Comedy,5.7,15,0.725
1448,Domenica,13,marzo,sera,infelici e contenti,101,110,Cine34,1992,Comedy,5.7,9,0.725
1449,Mercoledì,16,marzo,sera,dottor jekyll e gentile signora,107,110,Cine34,1979,Comedy,5.3,3,0.725
1450,Domenica,20,marzo,sera,ho vinto la lotteria di capodanno,92,99,Cine34,1989,Comedy,5.8,7,0.725
1451,Giovedì,31,marzo,sera,lucignolo,90,99,Cine34,1999,Comedy,5.4,9,0.725
1452,Sabato,12,marzo,sera,il comune senso del pudore,123,151,Cine34,1976,Comedy,6.1,28,0.725
1453,Giovedì,24,marzo,sera,40 gradi all'ombra del lenzuolo,100,123,Cine34,1976,Comedy,5.3,23,0.725
1454,Venerdì,18,marzo,sera,e adesso sesso,90,106,Cine34,2001,Comedy,3.4,16,0.725
1455,Giovedì,10,marzo,sera,"zucchero, miele e peperoncino",110,126,Cine34,1980,Comedy,5.9,16,0.725
1456,Giovedì,17,marzo,sera,"zucchero, miele e peperoncino",110,122,Cine34,1980,Comedy,5.9,12,0.725
1457,Venerdì,11,marzo,sera,"zucchero, miele e peperoncino",110,126,Cine34,1980,Comedy,5.9,16,0.725
1458,Domenica,27,marzo,sera,amarcord,123,144,Cine34,1973,"Comedy,Drama",7.9,21,0.725
1459,Mercoledì,23,marzo,sera,l'anatra all'arancia,106,118,Cine34,1975,Comedy,6.3,12,0.725
1460,Venerdì,11,marzo,sera,il ragazzo del pony express,87,97,Cine34,1986,Comedy,5.4,10,0.725
1461,Domenica,13,marzo,sera,il commissario lo gatto,91,110,Cine34,1986,Comedy,6.2,19,0.725
1462,Martedì,22,marzo,sera,il ritorno del monnezza,93,104,Cine34,2005,Comedy,3.7,11,0.725
1463,Giovedì,31,marzo,sera,il ritorno del monnezza,93,100,Cine34,2005,Comedy,3.7,7,0.725
1464,Martedì,29,marzo,sera,banzai,83,87,Cine34,1997,Comedy,3.9,4,0.725
1465,Martedì,1,marzo,sera,c'era un cinese in coma,108,114,Cine34,2000,Comedy,5.7,6,0.725
1466,Mercoledì,9,marzo,sera,sogni mostruosamente proibiti,89,101,Cine34,1982,"Comedy,Fantasy",5.6,12,0.725
1467,Mercoledì,30,marzo,sera,scherzi da prete,90,94,Cine34,1978,Comedy,6.2,4,0.725
1468,Mercoledì,9,marzo,sera,io speriamo che me la cavo,100,112,Cine34,1992,Comedy,6.9,12,0.725
1469,Venerdì,4,marzo,sera,l'uomo delle stelle,113,123,Cine34,1995,"Romance,Drama",7.4,10,0.725
1470,Martedì,8,marzo,sera,asso,90,101,Cine34,1981,Comedy,6.5,11,0.725
1471,Domenica,6,marzo,sera,roba da ricchi,110,122,Cine34,1987,Comedy,5.0,12,0.725
1472,Lunedì,7,marzo,sera,roba da ricchi,110,130,Cine34,1987,Comedy,5.0,20,0.725
1473,Domenica,13,marzo,sera,roba da ricchi,110,141,Cine34,1987,Comedy,5.0,31,0.725
1474,Martedì,15,marzo,sera,ladri di biciclette,89,100,Cine34,1948,Drama,8.3,11,0.725
1475,Martedì,29,marzo,sera,umberto d.,89,97,Cine34,1952,Drama,8.2,8,0.725
1476,Sabato,5,marzo,sera,mamma roma,106,114,Cine34,1962,Drama,7.8,8,0.725
1477,Mercoledì,2,marzo,sera,volere volare,94,102,Cine34,1991,"Comedy,Fantasy",6.7,8,0.725
1478,Mercoledì,23,marzo,sera,sissignore,105,106,Cine34,1968,Comedy,6.3,1,0.725
1479,Martedì,22,marzo,sera,miracolo a milano,97,106,Cine34,1951,"Comedy,Drama,Fantasy",7.7,9,0.725
1480,Martedì,29,marzo,pomeriggio,7 chili in 7 giorni,105,167,Cine34,1986,Comedy,6.0,62,0.665
1481,Martedì,1,marzo,pomeriggio,saturno contro,110,139,Cine34,2007,"Romance,Drama",6.7,29,0.665
1482,Lunedì,28,marzo,pomeriggio,mediterraneo,96,119,Cine34,1991,"Comedy,Drama",7.5,23,0.665
1483,Giovedì,3,marzo,pomeriggio,teste di cocco,95,119,Cine34,2000,Comedy,4.4,24,0.665
1484,Giovedì,31,marzo,pomeriggio,infelici e contenti,101,114,Cine34,1992,Comedy,5.7,13,0.665
1485,Giovedì,17,marzo,pomeriggio,dottor jekyll e gentile signora,107,123,Cine34,1979,Comedy,5.3,16,0.665
1486,Martedì,1,marzo,pomeriggio,ferie d'agosto,106,133,Cine34,1996,"Comedy,Drama",6.7,27,0.665
1487,Mercoledì,9,marzo,pomeriggio,ferie d'agosto,106,136,Cine34,1996,"Comedy,Drama",6.7,30,0.665
1488,Sabato,19,marzo,pomeriggio,fantozzi,108,121,Cine34,1975,Comedy,7.9,13,0.665
1489,Domenica,20,marzo,pomeriggio,fantozzi,108,115,Cine34,1975,Comedy,7.9,7,0.665
1490,Lunedì,7,marzo,pomeriggio,piedipiatti,92,100,Cine34,1991,"Comedy,Crime",5.6,8,0.665
1491,Lunedì,21,marzo,pomeriggio,ho vinto la lotteria di capodanno,92,111,Cine34,1989,Comedy,5.8,19,0.665
1492,Mercoledì,30,marzo,pomeriggio,pierino il fichissimo,91,115,Cine34,1981,Comedy,3.4,24,0.665
1493,Sabato,19,marzo,pomeriggio,e adesso sesso,90,104,Cine34,2001,Comedy,3.4,14,0.665
1494,Venerdì,18,marzo,pomeriggio,"zucchero, miele e peperoncino",110,144,Cine34,1980,Comedy,5.9,34,0.665
1495,Lunedì,7,marzo,pomeriggio,tutto suo padre,99,118,Cine34,1976,Comedy,5.5,19,0.665
1496,Lunedì,21,marzo,pomeriggio,"franco, ciccio e le vedove allegre",96,115,Cine34,1968,Comedy,5.2,19,0.665
1497,Lunedì,28,marzo,pomeriggio,amarcord,123,148,Cine34,1973,"Comedy,Drama",7.9,25,0.665
1498,Giovedì,24,marzo,pomeriggio,l'anatra all'arancia,106,131,Cine34,1975,Comedy,6.3,25,0.665
1499,Sabato,12,marzo,pomeriggio,il ragazzo del pony express,87,103,Cine34,1986,Comedy,5.4,16,0.665
1500,Lunedì,14,marzo,pomeriggio,il commissario lo gatto,91,110,Cine34,1986,Comedy,6.2,19,0.665
1501,Mercoledì,23,marzo,pomeriggio,il ritorno del monnezza,93,112,Cine34,2005,Comedy,3.7,19,0.665
1502,Venerdì,18,marzo,pomeriggio,attila flagello di dio,91,127,Cine34,1982,Comedy,6.4,36,0.665
1503,Domenica,6,marzo,pomeriggio,fantozzi alla riscossa,105,108,Cine34,1990,Comedy,5.8,3,0.665
1504,Domenica,27,marzo,pomeriggio,alex l'ariete,122,132,Cine34,2000,"Action,Crime",1.8,10,0.665
