,day,day_number,month,daytime,title,duration,duration_with_advertising,channel,year,genres,rating,advertising,sharing
3316,Sabato,15,gennaio,pomeriggio,darkman,96,114,Iris,1990,"Action,Sci-Fi,Thriller",6.4,18,1.14
3317,Venerdì,28,gennaio,pomeriggio,passenger 57,84,110,Iris,1992,"Action,Thriller,Crime",5.9,26,1.14
3318,Venerdì,7,gennaio,pomeriggio,borsalino and co.,110,129,Iris,1974,"Action,Crime,Drama",6.3,19,1.14
3319,Sabato,15,gennaio,pomeriggio,chisum,111,129,Iris,1970,Western,6.9,18,1.14
3320,Martedì,4,gennaio,pomeriggio,the martins,87,113,Iris,2001,Comedy,5.5,26,1.14
3321,Martedì,11,gennaio,pomeriggio,42,128,150,Iris,2013,Drama,7.5,22,1.14
3322,Domenica,23,gennaio,mattina,frantic,120,149,Iris,1988,"Crime,Drama",6.9,29,1.165
3323,Mercoledì,26,gennaio,mattina,blow,124,155,Iris,2001,"Crime,Drama",7.6,31,1.165
3324,Martedì,25,gennaio,mattina,gli eroi del west,86,104,Iris,1964,"Comedy,Western",5.4,18,1.165
3325,Venerdì,7,gennaio,mattina,il gladiatore di roma,100,118,Iris,1962,"Action,Adventure,Comedy",4.8,18,1.165
3326,Lunedì,31,gennaio,mattina,john q,116,143,Iris,2002,"Thriller,Crime,Drama",7.1,27,1.165
3327,Sabato,22,gennaio,mattina,green zone,115,138,Iris,2010,"Action,Thriller,Drama",6.8,23,1.165
3328,Mercoledì,19,gennaio,mattina,la famiglia passaguai fa fortuna,96,115,Iris,1952,Comedy,6.4,19,1.165
3329,Venerdì,7,gennaio,mattina,jurassic park,127,170,Iris,1993,"Action,Adventure,Sci-Fi",8.1,43,1.165
3330,Martedì,18,gennaio,mattina,the blues brothers,133,174,Iris,1980,"Action,Adventure,Comedy",7.9,41,1.165
3331,Lunedì,17,gennaio,mattina,la canzone del destino,89,132,Iris,1957,"Comedy,Drama",5.7,43,1.165
3332,Venerdì,28,gennaio,mattina,maciste contro i mongoli,90,98,Iris,1963,"Adventure,Drama",4.8,8,1.165
3333,Lunedì,10,gennaio,mattina,canzone proibita,90,125,Iris,1956,"Romance,Drama",5.6,35,1.165
3334,Mercoledì,12,gennaio,mattina,la famiglia passaguai,95,103,Iris,1951,Comedy,6.9,8,1.165
3335,Sabato,22,gennaio,mattina,cliffhanger,113,141,Iris,1993,"Action,Adventure,Thriller",6.4,28,1.165
3336,Domenica,16,gennaio,mattina,chisum,111,140,Iris,1970,Western,6.9,29,1.165
3337,Venerdì,21,gennaio,mattina,maciste alla corte dello zar,91,113,Iris,1964,Adventure,4.5,22,1.165
3338,Giovedì,27,gennaio,mattina,eutanasia di un amore,107,129,Iris,1978,"Romance,Drama",6.0,22,1.165
3339,Venerdì,14,gennaio,mattina,l'incendio di roma,80,99,Iris,1965,Drama,4.5,19,1.165
3340,Sabato,22,gennaio,notte,cin cin,97,97,Iris,1991,"Comedy,Romance",5.2,0,1.72
3341,Mercoledì,5,gennaio,notte,avventura nell'arcipelago,62,89,Iris,1958,Adventure,4.5,27,1.72
3342,Sabato,15,gennaio,notte,chinese box,99,104,Iris,1997,"Romance,Drama",6.3,5,1.72
3343,Mercoledì,19,gennaio,notte,chi dice donna dice donna,100,110,Iris,1976,Comedy,5.5,10,1.72
3344,Sabato,8,gennaio,notte,the martins,87,89,Iris,2001,Comedy,5.5,2,1.72
3345,Martedì,18,gennaio,notte,il conte di sant'elmo,92,92,Iris,1951,Drama,5.4,0,1.72
3346,Venerdì,28,gennaio,notte,"scusi, lei conosce il sesso?",90,100,Iris,1968,Documentary,6.0,10,1.72
3347,Lunedì,21,marzo,mattina,north country,126,151,Iris,2005,Drama,7.3,25,0.965
3348,Mercoledì,30,marzo,mattina,michael clayton,119,152,Iris,2007,"Crime,Drama",7.2,33,0.965
3349,Martedì,22,marzo,mattina,training day,122,156,Iris,2001,"Thriller,Crime,Drama",7.7,34,0.965
3350,Giovedì,24,marzo,mattina,adulterio all'italiana,93,107,Iris,1966,Comedy,6.6,14,0.965
3351,Sabato,19,marzo,mattina,spy game,126,170,Iris,2001,"Action,Thriller,Crime",7.1,44,0.965
3352,Martedì,29,marzo,mattina,charlotte gray,121,152,Iris,2001,"Romance,Thriller,Drama",6.4,31,0.965
3353,Giovedì,17,marzo,mattina,wyatt earp,191,237,Iris,1994,"Adventure,Crime",6.7,46,0.965
3354,Mercoledì,9,marzo,mattina,a history of violence,96,125,Iris,2005,"Thriller,Drama",7.4,29,0.965
3355,Giovedì,10,marzo,mattina,"con quale amore, con quanto amore",104,122,Iris,1970,"Romance,Drama",6.6,18,0.965
3356,Lunedì,14,marzo,mattina,henry & june,136,155,Iris,1990,Drama,6.3,19,0.965
3357,Sabato,26,marzo,mattina,assassins,132,177,Iris,1995,"Action,Thriller,Crime",6.4,45,0.965
3358,Sabato,19,marzo,mattina,nikita,117,143,Iris,1990,"Action,Thriller",7.3,26,0.965
3359,Sabato,12,marzo,mattina,mystic river,138,176,Iris,2003,"Crime,Drama",7.9,38,0.965
3360,Giovedì,31,marzo,mattina,bruciati da cocente passione,97,123,Iris,1976,Comedy,6.0,26,0.965
3361,Martedì,15,marzo,mattina,nato per combattere,90,106,Iris,1989,Action,6.1,16,0.965
3362,Mercoledì,16,marzo,mattina,scarface,170,207,Iris,1983,"Crime,Drama",8.3,37,0.965
3363,Venerdì,11,marzo,mattina,la rivolta dei pretoriani,100,114,Iris,1964,"Action,Adventure,Drama",6.1,14,0.965
3364,Giovedì,3,marzo,mattina,come una rosa al naso,100,127,Iris,1976,"Comedy,Crime",5.1,27,0.965
3365,Lunedì,21,marzo,mattina,4 marmittoni alle grandi manovre,90,126,Iris,1974,Comedy,4.0,36,0.965
3366,Venerdì,25,marzo,mattina,la venere di cheronea,90,102,Iris,1957,Drama,5.3,12,0.965
3367,Martedì,29,marzo,mattina,eroi all'inferno,83,109,Iris,1974,Drama,4.2,26,0.965
3368,Mercoledì,30,marzo,mattina,la sceriffa,91,114,Iris,1960,"Comedy,Western",6.2,23,0.965
3369,Domenica,20,marzo,sera,north country,126,147,Iris,2005,Drama,7.3,21,1.18
3370,Lunedì,28,marzo,sera,michael clayton,119,151,Iris,2007,"Crime,Drama",7.2,32,1.18
3371,Lunedì,21,marzo,sera,training day,122,153,Iris,2001,"Thriller,Crime,Drama",7.7,31,1.18
3372,Giovedì,31,marzo,sera,spy game,126,136,Iris,2001,"Action,Thriller,Crime",7.1,10,1.18
3373,Giovedì,17,marzo,sera,spy game,126,143,Iris,2001,"Action,Thriller,Crime",7.1,17,1.18
3374,Sabato,26,marzo,sera,duplicity,90,145,Iris,2004,Crime,5.2,55,1.18
3375,Mercoledì,23,marzo,sera,eyes wide shut,159,169,Iris,1999,"Thriller,Drama",7.4,10,1.18
3376,Mercoledì,9,marzo,sera,eyes wide shut,159,183,Iris,1999,"Thriller,Drama",7.4,24,1.18
3377,Domenica,27,marzo,sera,charlotte gray,121,131,Iris,2001,"Romance,Thriller,Drama",6.4,10,1.18
3378,Martedì,15,marzo,sera,wyatt earp,191,220,Iris,1994,"Adventure,Crime",6.7,29,1.18
3379,Lunedì,7,marzo,sera,a history of violence,96,123,Iris,2005,"Thriller,Drama",7.4,27,1.18
3380,Lunedì,28,marzo,sera,a history of violence,96,123,Iris,2005,"Thriller,Drama",7.4,27,1.18
3381,Domenica,13,marzo,sera,henry & june,136,144,Iris,1990,Drama,6.3,8,1.18
3382,Giovedì,24,marzo,sera,assassins,132,156,Iris,1995,"Action,Thriller,Crime",6.4,24,1.18
3383,Giovedì,17,marzo,sera,nikita,117,131,Iris,1990,"Action,Thriller",7.3,14,1.18
3384,Giovedì,3,marzo,sera,nikita,117,132,Iris,1990,"Action,Thriller",7.3,15,1.18
3385,Venerdì,11,marzo,sera,mystic river,138,159,Iris,2003,"Crime,Drama",7.9,21,1.18
3386,Venerdì,18,marzo,sera,mystic river,138,153,Iris,2003,"Crime,Drama",7.9,15,1.18
3387,Lunedì,14,marzo,sera,scarface,170,227,Iris,1983,"Crime,Drama",8.3,57,1.18
3388,Mercoledì,30,marzo,sera,zodiac,157,172,Iris,2007,"Crime,Drama",7.7,15,1.18
3389,Giovedì,31,marzo,pomeriggio,the big white,100,128,Iris,2005,"Comedy,Crime,Drama",6.4,28,0.8700000000000001
3390,Giovedì,17,marzo,pomeriggio,john q,116,140,Iris,2002,"Thriller,Crime,Drama",7.1,24,0.8700000000000001
3391,Domenica,27,marzo,pomeriggio,duplicity,90,164,Iris,2004,Crime,5.2,74,0.8700000000000001
3392,Giovedì,31,marzo,pomeriggio,the truth about charlie,104,124,Iris,2002,Thriller,4.7,20,0.8700000000000001
3393,Martedì,15,marzo,pomeriggio,the babe,115,143,Iris,1992,Drama,5.9,28,0.8700000000000001
3394,Sabato,5,marzo,pomeriggio,free fall,89,99,Iris,1999,"Action,Drama",4.6,10,0.8700000000000001
3395,Mercoledì,2,marzo,pomeriggio,the debt collector,109,119,Iris,1999,"Action,Thriller,Crime",6.6,10,0.8700000000000001
3396,Martedì,29,marzo,pomeriggio,a history of violence,96,123,Iris,2005,"Thriller,Drama",7.4,27,0.8700000000000001
3397,Mercoledì,16,marzo,pomeriggio,eliminators,96,122,Iris,1986,"Action,Adventure,Fantasy",4.8,26,0.8700000000000001
3398,Domenica,27,marzo,pomeriggio,jarhead,125,149,Iris,2005,"Action,Drama",7.0,24,0.8700000000000001
3399,Martedì,1,marzo,pomeriggio,jarhead,125,161,Iris,2005,"Action,Drama",7.0,36,0.8700000000000001
3400,Mercoledì,30,marzo,pomeriggio,the guys,84,102,Iris,2002,Drama,6.3,18,0.8700000000000001
3401,Venerdì,18,marzo,pomeriggio,videodrome,87,117,Iris,1983,"Thriller,Sci-Fi,Horror",7.2,30,0.8700000000000001
3402,Giovedì,3,marzo,pomeriggio,the martins,87,114,Iris,2001,Comedy,5.5,27,0.8700000000000001
3403,Giovedì,31,marzo,pomeriggio,nel nome del padre,155,170,Iris,1971,Drama,6.4,15,0.8700000000000001
3404,Mercoledì,30,marzo,notte,the guys,84,99,Iris,2002,Drama,6.3,15,1.6
3405,Giovedì,3,marzo,notte,una vita violenta,106,141,Iris,1962,Drama,6.9,35,1.6
3406,Sabato,26,marzo,notte,la prima volta,90,99,Iris,1999,"Romance,Drama",6.3,9,1.6
3407,Lunedì,2,maggio,pomeriggio,michael clayton,119,145,Iris,2007,"Crime,Drama",7.2,26,0.9
3408,Domenica,15,maggio,pomeriggio,the big white,100,128,Iris,2005,"Comedy,Crime,Drama",6.4,28,0.9
3409,Martedì,17,maggio,pomeriggio,dune,137,161,Iris,1984,"Action,Adventure,Sci-Fi",6.5,24,0.9
3410,Lunedì,2,maggio,pomeriggio,gangster story,65,135,Iris,1959,"Thriller,Crime,Drama",4.8,70,0.9
3411,Giovedì,12,maggio,pomeriggio,entourage,95,131,Iris,2000,Drama,6.9,36,0.9
3412,Giovedì,12,maggio,pomeriggio,wimbledon,98,118,Iris,2004,"Comedy,Romance",6.3,20,0.9
3413,Venerdì,6,maggio,pomeriggio,speed racer,135,160,Iris,2008,"Action,Adventure,Comedy",6.0,25,0.9
3414,Lunedì,9,maggio,pomeriggio,public enemy,87,148,Iris,1999,Documentary,6.1,61,0.9
3415,Martedì,31,maggio,pomeriggio,flashdance,95,110,Iris,1983,"Romance,Drama",6.2,15,0.9
3416,Domenica,8,maggio,pomeriggio,kangaroo jack,89,114,Iris,2003,"Action,Adventure,Comedy",4.4,25,0.9
3417,Lunedì,2,maggio,sera,dune,137,157,Iris,1984,"Action,Adventure,Sci-Fi",6.5,20,1.41
3418,Giovedì,19,maggio,sera,poseidon,98,110,Iris,2006,"Action,Adventure,Thriller",5.7,12,1.41
3419,Sabato,21,maggio,sera,poseidon,98,105,Iris,2006,"Action,Adventure,Thriller",5.7,7,1.41
3420,Domenica,22,maggio,sera,the terminal,128,154,Iris,2004,"Comedy,Romance,Drama",7.4,26,1.41
3421,Giovedì,12,maggio,sera,air america,113,122,Iris,1990,"Action,Comedy",5.8,9,1.41
3422,Venerdì,27,maggio,sera,apollo 13,140,154,Iris,1995,"Adventure,Drama",7.6,14,1.41
3423,Domenica,22,maggio,notte,dune,137,137,Iris,1984,"Action,Adventure,Sci-Fi",6.5,0,1.85
3424,Lunedì,2,maggio,notte,gangster story,65,106,Iris,1959,"Thriller,Crime,Drama",4.8,41,1.85
3425,Giovedì,12,maggio,notte,entourage,95,105,Iris,2000,Drama,6.9,10,1.85
3426,Mercoledì,11,maggio,notte,la rossa,94,96,Iris,1955,Drama,4.9,2,1.85
3427,Lunedì,9,maggio,notte,public enemy,87,128,Iris,1999,Documentary,6.1,41,1.85
3428,Mercoledì,25,maggio,notte,il bacio,90,96,Iris,1974,Drama,6.1,6,1.85
3429,Lunedì,30,maggio,notte,footloose,107,108,Iris,1984,"Romance,Drama",6.6,1,1.85
3430,Martedì,31,maggio,notte,i due kennedy,121,126,Iris,1969,Documentary,7.0,5,1.85
3431,Martedì,10,maggio,mattina,spy game,126,153,Iris,2001,"Action,Thriller,Crime",7.1,27,1.05
3432,Lunedì,30,maggio,mattina,il testimone,98,128,Iris,1946,"Crime,Drama",6.7,30,1.05
3433,Mercoledì,18,maggio,mattina,king of new york,103,126,Iris,1990,"Thriller,Crime",7.0,23,1.05
3434,Venerdì,20,maggio,mattina,ercole contro moloch,102,117,Iris,1963,"Adventure,Fantasy",5.0,15,1.05
3435,Mercoledì,4,maggio,mattina,l'inafferrabile 12,95,107,Iris,1950,Comedy,6.0,12,1.05
3436,Lunedì,23,maggio,mattina,salvo d'acquisto,100,136,Iris,1975,Drama,7.1,36,1.05
3437,Venerdì,13,maggio,mattina,perseo l'invincibile,95,111,Iris,1963,"Adventure,Fantasy",4.8,16,1.05
3438,Sabato,14,maggio,mattina,air america,113,141,Iris,1990,"Action,Comedy",5.8,28,1.05
3439,Mercoledì,25,maggio,mattina,o.k. nerone,105,112,Iris,1951,Comedy,6.6,7,1.05
3440,Giovedì,19,maggio,mattina,la parola amore esiste,87,107,Iris,1998,"Comedy,Romance",6.7,20,1.05
3441,Martedì,17,maggio,mattina,assassins,132,163,Iris,1995,"Action,Thriller,Crime",6.4,31,1.05
3442,Venerdì,20,maggio,mattina,jarhead,125,143,Iris,2005,"Action,Drama",7.0,18,1.05
3443,Sabato,28,maggio,mattina,apollo 13,140,174,Iris,1995,"Adventure,Drama",7.6,34,1.05
3444,Giovedì,5,maggio,mattina,nikita,117,148,Iris,1990,"Action,Thriller",7.3,31,1.05
3445,Lunedì,2,maggio,mattina,corbari,90,141,Iris,1970,Action,6.7,51,1.05
3446,Venerdì,27,maggio,mattina,i due gladiatori,100,111,Iris,1964,"Action,Drama",5.0,11,1.05
3447,Martedì,24,maggio,mattina,la lunga ombra del lupo,100,130,Iris,1971,Drama,5.1,30,1.05
3448,Domenica,29,maggio,mattina,zodiac,157,196,Iris,2007,"Crime,Drama",7.7,39,1.05
3449,Martedì,10,maggio,mattina,la porta del cannone,92,106,Iris,1969,Drama,5.2,14,1.05
3450,Martedì,3,maggio,mattina,testa di sbarco per otto implacabili,89,116,Iris,1968,Drama,5.0,27,1.05
3451,Martedì,31,maggio,mattina,pastasciutta nel deserto,98,109,Iris,1961,Comedy,6.8,11,1.05
3452,Lunedì,9,maggio,mattina,le soldatesse,119,139,Iris,1965,Drama,7.5,20,1.05
3453,Venerdì,2,settembre,sera,michael clayton,119,138,Rete 4,2007,"Crime,Drama",7.2,19,4.66
3454,Sabato,10,settembre,sera,cast away,143,173,Rete 4,2000,"Romance,Adventure,Drama",7.8,30,4.66
3455,Sabato,3,settembre,sera,delitto al ristorante cinese,95,110,Rete 4,1981,"Comedy,Thriller",6.2,15,4.66
3456,Sabato,17,settembre,sera,inside man,129,159,Rete 4,2006,"Crime,Drama",7.6,30,4.66
3457,Sabato,3,settembre,sera,viaggi di nozze,103,149,Rete 4,1995,Comedy,6.6,46,4.66
3458,Sabato,17,settembre,mattina,gli eroi del west,86,133,Rete 4,1964,"Comedy,Western",5.4,47,1.735
3459,Sabato,3,settembre,mattina,divorzio alla siciliana,100,120,Rete 4,1963,Comedy,6.3,20,1.735
3460,Sabato,24,settembre,mattina,i gemelli del texas,89,120,Rete 4,1964,"Comedy,Western",5.7,31,1.735
3461,Sabato,10,settembre,mattina,ringo e gringo contro tutti,84,118,Rete 4,1966,"Comedy,Western",5.1,34,1.735
3462,Domenica,4,settembre,notte,il conte di melissa,122,124,Rete 4,2001,Drama,8.7,2,6.0
3463,Lunedì,5,settembre,notte,carnage,91,97,Rete 4,1984,Horror,3.0,6,6.0
3464,Domenica,18,settembre,notte,ovosodo,100,119,Rete 4,1997,"Comedy,Drama",7.2,19,6.0
3465,Mercoledì,7,settembre,notte,lost in translation,102,121,Rete 4,2003,"Comedy,Drama",7.7,19,6.0
3466,Sabato,3,settembre,notte,prestami tua moglie,99,109,Rete 4,1980,Comedy,4.9,10,6.0
3467,Giovedì,1,settembre,notte,"francesco, giullare di dio",85,109,Rete 4,1950,Drama,7.4,24,6.0
3468,Lunedì,12,settembre,notte,the guys,84,100,Rete 4,2002,Drama,6.3,16,6.0
3469,Sabato,10,settembre,notte,delitto sull'autostrada,91,114,Rete 4,1982,"Comedy,Crime,Drama",6.1,23,6.0
3470,Giovedì,8,settembre,notte,i giorni dell'abbandono,96,120,Rete 4,2005,Drama,5.9,24,6.0
3471,Venerdì,9,settembre,notte,pochi dollari per django,85,85,Rete 4,1966,"Western,Crime",5.6,0,6.0
3472,Giovedì,22,settembre,notte,zabriskie point,113,126,Rete 4,1970,Drama,7.0,13,6.0
3473,Domenica,4,settembre,notte,l'anima gemella,98,118,Rete 4,2002,Comedy,6.3,20,6.0
3474,Domenica,11,settembre,notte,united 93,111,122,Rete 4,2006,"Action,Drama",7.5,11,6.0
3475,Giovedì,1,settembre,notte,slalom,108,108,Rete 4,1965,"Comedy,Crime",6.4,0,6.0
3476,Venerdì,23,settembre,notte,django sfida sartana,85,85,Rete 4,1970,Western,5.3,0,6.0
3477,Venerdì,2,settembre,notte,6000 km di paura,90,92,Rete 4,1978,"Action,Adventure",4.8,2,6.0
3478,Sabato,3,settembre,pomeriggio,i due marescialli,93,128,Rete 4,1961,"Comedy,Drama",7.2,35,4.105
3479,Domenica,18,settembre,pomeriggio,un esercito di 5 uomini,105,118,Rete 4,1969,"Action,Adventure,Western",6.7,13,4.105
3480,Martedì,6,settembre,pomeriggio,per pochi dollari ancora,96,134,Rete 4,1966,Western,6.1,38,4.105
3481,Sabato,17,settembre,pomeriggio,il vigile,104,142,Rete 4,1960,Comedy,7.3,38,4.105
3482,Sabato,24,settembre,pomeriggio,donatella,96,128,Rete 4,1956,Comedy,6.2,32,4.105
3483,Giovedì,1,settembre,pomeriggio,come una rosa al naso,100,140,Rete 4,1976,"Comedy,Crime",5.1,40,4.105
3484,Venerdì,2,settembre,pomeriggio,la guerra di troia,105,138,Rete 4,1961,"Adventure,Drama",6.1,33,4.105
3485,Domenica,3,aprile,pomeriggio,michael clayton,119,156,Iris,2007,"Crime,Drama",7.2,37,0.87
3486,Sabato,9,aprile,pomeriggio,space cowboys,130,157,Iris,2000,"Action,Adventure,Thriller",6.4,27,0.87
3487,Sabato,2,aprile,pomeriggio,space cowboys,130,156,Iris,2000,"Action,Adventure,Thriller",6.4,26,0.87
3488,Venerdì,1,aprile,pomeriggio,gosford park,131,174,Iris,2001,"Comedy,Drama",7.2,43,0.87
3489,Lunedì,4,aprile,pomeriggio,charlotte gray,121,153,Iris,2001,"Romance,Thriller,Drama",6.4,32,0.87
3490,Sabato,23,aprile,pomeriggio,wyatt earp,191,210,Iris,1994,"Adventure,Crime",6.7,19,0.87
3491,Mercoledì,13,aprile,pomeriggio,wyatt earp,191,248,Iris,1994,"Adventure,Crime",6.7,57,0.87
3492,Venerdì,29,aprile,pomeriggio,the shape of things,96,123,Iris,2003,"Comedy,Romance,Drama",6.7,27,0.87
3493,Martedì,12,aprile,pomeriggio,highlander,116,143,Iris,1986,"Action,Adventure,Fantasy",7.1,27,0.87
3494,Domenica,24,aprile,pomeriggio,highlander,116,150,Iris,1986,"Action,Adventure,Fantasy",7.1,34,0.87
3495,Giovedì,21,aprile,pomeriggio,tentacoli,102,122,Iris,1977,"Action,Adventure,Comedy",3.7,20,0.87
3496,Venerdì,22,aprile,pomeriggio,doc hollywood,104,123,Iris,1991,"Comedy,Romance,Drama",6.2,19,0.87
3497,Domenica,10,aprile,mattina,blow,124,151,Iris,2001,"Crime,Drama",7.6,27,1.02
3498,Venerdì,15,aprile,mattina,maciste nell'inferno di gengis khan,96,111,Iris,1964,"Action,Adventure,Drama",4.7,15,1.02
3499,Giovedì,21,aprile,mattina,poseidon,98,116,Iris,2006,"Action,Adventure,Thriller",5.7,18,1.02
3500,Domenica,3,aprile,mattina,spy game,126,156,Iris,2001,"Action,Thriller,Crime",7.1,30,1.02
3501,Martedì,5,aprile,mattina,la battaglia dell'ultimo panzer,91,107,Iris,1969,Drama,3.9,16,1.02
3502,Giovedì,21,aprile,mattina,le giraffe,84,103,Iris,2000,Comedy,4.5,19,1.02
3503,Lunedì,25,aprile,mattina,sequestro di persona,95,121,Iris,1968,"Thriller,Crime",6.3,26,1.02
3504,Giovedì,7,aprile,mattina,la matriarca,94,109,Iris,1968,"Comedy,Drama",5.3,15,1.02
3505,Martedì,19,aprile,mattina,contro 4 bandiere,103,120,Iris,1979,Drama,5.3,17,1.02
3506,Sabato,9,aprile,mattina,assassins,132,163,Iris,1995,"Action,Thriller,Crime",6.4,31,1.02
3507,Venerdì,22,aprile,mattina,gli invincibili fratelli maciste,90,106,Iris,1964,"Action,Adventure,Drama",5.3,16,1.02
3508,Venerdì,8,aprile,mattina,nikita,117,151,Iris,1990,"Action,Thriller",7.3,34,1.02
3509,Martedì,12,aprile,mattina,la colomba non deve volare,90,118,Iris,1970,Action,5.0,28,1.02
3510,Giovedì,14,aprile,mattina,zodiac,157,208,Iris,2007,"Crime,Drama",7.7,51,1.02
3511,Venerdì,1,aprile,mattina,zodiac,157,197,Iris,2007,"Crime,Drama",7.7,40,1.02
3512,Sabato,9,aprile,notte,the big white,100,100,Iris,2005,"Comedy,Crime,Drama",6.4,0,1.54
3513,Sabato,9,aprile,notte,5 bambole per la luna d'agosto,82,116,Iris,1970,"Thriller,Horror",5.8,34,1.54
3514,Venerdì,1,aprile,notte,gosford park,131,131,Iris,2001,"Comedy,Drama",7.2,0,1.54
3515,Giovedì,21,aprile,notte,tentacoli,102,102,Iris,1977,"Action,Adventure,Comedy",3.7,0,1.54
3516,Venerdì,1,aprile,sera,space cowboys,130,137,Iris,2000,"Action,Adventure,Thriller",6.4,7,1.185
3517,Venerdì,8,aprile,sera,space cowboys,130,136,Iris,2000,"Action,Adventure,Thriller",6.4,6,1.185
3518,Mercoledì,20,aprile,sera,poseidon,98,105,Iris,2006,"Action,Adventure,Thriller",5.7,7,1.185
3519,Domenica,3,aprile,sera,charlotte gray,121,134,Iris,2001,"Romance,Thriller,Drama",6.4,13,1.185
3520,Martedì,12,aprile,sera,wyatt earp,191,206,Iris,1994,"Adventure,Crime",6.7,15,1.185
3521,Lunedì,11,aprile,sera,highlander,116,138,Iris,1986,"Action,Adventure,Fantasy",7.1,22,1.185
3522,Mercoledì,13,aprile,sera,zodiac,157,174,Iris,2007,"Crime,Drama",7.7,17,1.185
3523,Lunedì,14,febbraio,sera,blow,124,144,Iris,2001,"Crime,Drama",7.6,20,1.285
3524,Sabato,12,febbraio,sera,basic instinct,127,158,Iris,1992,"Thriller,Drama",7.0,31,1.285
3525,Lunedì,7,febbraio,sera,the town,125,144,Iris,2010,"Thriller,Crime,Drama",7.5,19,1.285
3526,Venerdì,25,febbraio,sera,changeling,141,159,Iris,2008,"Crime,Drama",7.7,18,1.285
3527,Sabato,12,febbraio,sera,john q,116,133,Iris,2002,"Thriller,Crime,Drama",7.1,17,1.285
3528,Mercoledì,2,febbraio,sera,the terminal,128,147,Iris,2004,"Comedy,Romance,Drama",7.4,19,1.285
3529,Mercoledì,23,febbraio,sera,shakespeare in love,123,136,Iris,1998,"Comedy,Drama",7.1,13,1.285
3530,Domenica,6,febbraio,sera,the danish girl,119,138,Iris,2015,"Romance,Drama",7.1,19,1.285
3531,Domenica,20,febbraio,sera,the danish girl,119,129,Iris,2015,"Romance,Drama",7.1,10,1.285
3532,Giovedì,24,febbraio,sera,demolition man,115,128,Iris,1993,"Action,Sci-Fi,Thriller",6.7,13,1.285
3533,Mercoledì,2,febbraio,sera,lost in translation,102,108,Iris,2003,"Comedy,Drama",7.7,6,1.285
3534,Sabato,12,febbraio,sera,cliffhanger,113,137,Iris,1993,"Action,Adventure,Thriller",6.4,24,1.285
3535,Giovedì,10,febbraio,sera,cliffhanger,113,138,Iris,1993,"Action,Adventure,Thriller",6.4,25,1.285
3536,Sabato,19,febbraio,sera,murder at 1600,107,118,Iris,1997,"Action,Crime,Drama",6.1,11,1.285
3537,Sabato,5,febbraio,sera,murder at 1600,107,119,Iris,1997,"Action,Crime,Drama",6.1,12,1.285
3538,Mercoledì,16,febbraio,sera,jarhead,125,129,Iris,2005,"Action,Drama",7.0,4,1.285
3539,Domenica,27,febbraio,sera,quantum of solace,106,133,Iris,2008,"Action,Adventure,Thriller",6.6,27,1.285
3540,Martedì,15,febbraio,pomeriggio,blow,124,164,Iris,2001,"Crime,Drama",7.6,40,0.8999999999999999
3541,Venerdì,4,febbraio,pomeriggio,green zone,115,128,Iris,2010,"Action,Thriller,Drama",6.8,13,0.8999999999999999
3542,Domenica,27,febbraio,pomeriggio,shakespeare in love,123,149,Iris,1998,"Comedy,Drama",7.1,26,0.8999999999999999
3543,Lunedì,28,febbraio,pomeriggio,little children,137,162,Iris,2006,"Romance,Drama",7.5,25,0.8999999999999999
3544,Venerdì,25,febbraio,pomeriggio,sweet charity,149,149,Iris,1969,"Comedy,Drama",7.0,0,0.8999999999999999
3545,Venerdì,4,febbraio,pomeriggio,bowfinger,97,120,Iris,1999,Comedy,6.4,23,0.8999999999999999
3546,Venerdì,25,febbraio,pomeriggio,thunderstruck,98,118,Iris,2004,"Comedy,Drama",6.2,20,0.8999999999999999
3547,Martedì,22,febbraio,pomeriggio,big fat liar,88,110,Iris,2002,"Comedy,Adventure",5.4,22,0.8999999999999999
3548,Domenica,20,febbraio,pomeriggio,lost in translation,102,128,Iris,2003,"Comedy,Drama",7.7,26,0.8999999999999999
3549,Domenica,6,febbraio,pomeriggio,the judge,69,173,Iris,1949,"Crime,Drama",6.0,104,0.8999999999999999
3550,Giovedì,10,febbraio,pomeriggio,the judge,69,182,Iris,1949,"Crime,Drama",6.0,113,0.8999999999999999
3551,Domenica,20,febbraio,pomeriggio,42,128,156,Iris,2013,Drama,7.5,28,0.8999999999999999
3552,Mercoledì,9,febbraio,mattina,the town,125,168,Iris,2010,"Thriller,Crime,Drama",7.5,43,1.015
3553,Domenica,13,febbraio,mattina,john q,116,149,Iris,2002,"Thriller,Crime,Drama",7.1,33,1.015
3554,Giovedì,24,febbraio,mattina,a mezzanotte va la ronda del piacere,100,118,Iris,1975,"Comedy,Drama",6.3,18,1.015
3555,Lunedì,14,febbraio,mattina,kakkientruppen,90,121,Iris,1977,Comedy,4.8,31,1.015
3556,Giovedì,17,febbraio,mattina,un maledetto imbroglio,115,140,Iris,1959,"Crime,Drama",7.5,25,1.015
3557,Mercoledì,2,febbraio,mattina,american history x,119,149,Iris,1998,Drama,8.5,30,1.015
3558,Martedì,8,febbraio,mattina,the danish girl,119,153,Iris,2015,"Romance,Drama",7.1,34,1.015
3559,Domenica,6,febbraio,mattina,carnage,91,105,Iris,1984,Horror,3.0,14,1.015
